English Word,Original Bengali Word,Predicted Bengali Word
seetti,সেটি,সিত্তি
sahokareeder,সহকারীদের,সহকারীদের
gunfal,গুণফল,গুনফল
aligali,অলিগলি,আলিগালি
hoomara,হোমার,হুমারা
topten,টপটেন,টপটেন
muzhe,মুঝে,মুজে
moli,মলি,মোলি
balangir,বালানগির,বালঙ্গীর
ksamatadhor,ক্ষমতাধর,ক্ষমতাধর
macon,মকোন,মাকোন
apar,অপর,আপার
rama,রামা,রামা
munafa,মুনাফা,মুনাফা
jeshtho,জ্যেষ্ঠ,যেষ্ঠ
paathaai,পাঠাই,পাথাই
amreli,এমরেলি,আমরেলি
raajabhabane,রাজভবনে,রাজাভাবানে
oslilota,অশ্লীলতা,অসলিলোতা
nakashaay,নকশায়,নাকাশায়
comp,কম্প,কম্প
sellers,সেল্লেরস,সেলার্স
otiter,অতীতের,অটিতের
europer,ইওরোপের,ইউরোপের
nootapyada,নোটপ্যাড,নোটপ্্যাড
ohaber,ওহাবের,ওহাবের
jongoner,জণগণের,জঙ্গনের
machtir,মাছটির,মাছটির
chalachchitratite,চলচ্চিত্রটিতে,চালাচ্ছিত্রাতে
projonmoke,প্রজন্মকে,প্রজন্মকে
dhhaalee,ঢালী,ঢালি
kleenton,ক্লিনটন,ক্লিনটন
songbadmadhyamke,সংবাদমাধ্যমকে,সংবাদমাধ্যমকে
prokalpatitey,প্রকল্পটিতে,প্রকল্পটিতে
gyarag,গ্যারাজ,গ্যারাগ
kansas,ক্যানসাস,কানসাস
vizianagaram,ভিজিঙ্গরাম,বিজিয়নগরম
ea,ইএ,এআইএ
pratibaadakaree,প্রতিবাদকরী,প্রতিবাদকীররই
saluja,সালুজা,সালুজা
utsahito,উৎসাহিত,উৎসাহিত
arigan,অরিজিন,আরিগান
usake,উসকে,উসাকে
parlara,পার্লার,পার্লার
durgato,দুর্গত,দুর্গত
doltag,দলত্যাগ,দলতাগ
annapolis,এন্নাপোলিস,অ্যান্োপোলিস
karlela,কার্লাইল,করলেলা
sainyoti,সৈন্যটি,সৈন্যতি
aza,আজা,আজা
bopara,বোপারা,বোপারা
spot,স্পট,স্পট
sthalaavishikt,স্থলাভিষিক্ত,স্থালাভিশিক্তি```````
samajkormi,সমাজকর্মী,সমাজকর্মী
orizin,অরিজিন,ওরিজিন
niros,নিরস,নিরস
sthaponayi,স্থাপনাই,স্থাপনায়ী
destrayer,ডেস্ট্রয়ার,ডেস্ট্রায়ের
chhatogolpo,ছোটগল্প,ছোটগল্প
dhari,ধরি,ধরি
wiley,উইলেয়,উইলে
moshjidei,মসজিদেই,মোশজীদেই
atmaghati,আত্মঘাতী,আত্মাঘাটি
sumishto,সুমিষ্ট,সুমিষ্ট
leandro,লেয়ান্দ্র,লিন্ড্রো
ghaziabad,গাজিয়াবাদ,গাজিয়াবাদ
gaikwad,গাইক্বাদ,গাইক্বাদ
protnosthal,প্রত্নস্থল,প্রত্নস্থাল
jeebjontur,জীবজন্তুর,জীবজন্তুর
science,সায়িন্স,সিইন্স
ovijojaner,অভিযোজনের,অভিযোজনের
portillo,পোরটিল্লো,পর্তিল্লো
bishai,বিষয়,বিশাই
tunir,টুনির,তুনির
pio,পিও,পিও
hisab,হিসাব,হিসাব
peekaasho,পিকাসো,পেকাশো
biswajude,বিশ্বজুড়ে,বিশ্বজুদে
kodaikanal,কোদাইকানাল,কোডাইকানাল
shrenikaron,শ্রেণীকরণ,শ্রেণীকারণ
leetteersh,লেটারস,লিটটির
bajpai,বজপই,বাজপাই
naanaamukhee,নানামুখী,নানামুখী
deegit,ডিজিট,দিগিত
noirajyer,নৈরাজ্যের,নৈরাজ্যের
dwidhaay,দ্বিধায়,দ্বিধায়
badhley,বাধলে,বাধলে
sarakaaradaleey,সরকারদলীয়,সরকারদালি
burns,বুরন্স,বার্নস
lima,লিমা,লিমা
aidsasangkraant,এইডসসংক্রান্ত,আইদসসংক্রান্ত
shorife,শরিফে,শরিফে
porterville,পোর্টারভিলে,পোর্টারভিল
selfies,সেলফিস,সেলফিস
rama,রমা,রামা
manushderkey,মানুষদেরকে,মানষদেরকে
deshao,দেশও,দেশায়
baksaler,বাকশালের,বাকসালের
emantao,এমনটাও,এমন্তাও
aadhaghantaa,আধঘণ্টা,অধঘানটা
thyrotechno,থাইরোটেকনো,থাইরোটেননো
prasadopom,প্রাসাদোপম,প্রসাদপম
urbandale,আর্বান্দালে,উর্বনন্দালে
bahudoor,বহুদূর,বহুদর
monusyo,মনুষ্য,মনুষ্য
browserey,ব্রাউজারে,ব্রসেরে
byaakaaret,ব্যাকারেট,ব্যাকরেত
shivastava,শিভস্তভ,শিবাস্তভা
chorit,চরিত,চরিত
phirishata,ফিরিশতা,ফিরিশতা
phutbolarke,ফুটবলারকে,ফুটবলারকে
vouto,ভৌত,ভৌতো
dukhe,দুখে,দুখে
ribhison,রিভিশন,রিভিশন
beelet,বিলেত,বিলেট
dock,ডক,ডকক
yathesht,যথেষ্ট,য়থেস্ট
houk,হউক,হাউক
khulasheesaha,খুলশীসহ,খুলাশিসহ
horin,হরিণ,হরিন
leaflet,লিফলেট,লিফলেট
sponsor,স্পন্সর,স্পন্সর
unnayane,উন্নয়নে,উন্নয়নে
aaeesotop,আইসোটোপ,আইসতপ
shaltha,সালথা,সালথা
soommishto,সুমিষ্ট,সুম্মিষ্ট
acadimia,একাডেমিয়া,অ্যাকাডিমিয়া
dabar,দাবার,দাবার
abosorbhata,অবসরভাতা,অবসর্ভাতা
samratkey,সম্রাটকে,সম্রাটকে
porishodhaner,পরিশোধনের,পরিষধনের
cross,ক্রস,ক্রস
thaaba,থাবা,থাঁবা
shthapottyobid,স্থাপত্যবিদ,স্থাপত্যব্যবিদ
knowledge,নলেজ,কনউলেড
masterpees,মাস্টারপিস,মাস্টারপিস
pounchhaanokei,পৌঁছানোকেই,পৌঁছনাকেই
tuthjel,টুথজেল,তুথজেল
chaalee,চালি,চাল
debaashis,দেবাশিস,দেবাশিস
sweeney,সুইনি,স্বীনে
gonohotta,গণহত্যা,গনহত্যা
doshbochhor,দশবছর,দশবছর
elaakake,এলাকাকে,এলাকাকে
napoli,নাপোলি,নাপোলি
anuzaayee,অনুযায়ী,অনুজায়ী
tendon,টেন্ডন,টেন্ডন
obheek,অভিক,অভিক
kaithal,কাইথল,কাইথাল
teexas,টেক্সাস,টিক্সাস
bharatpur,ভারাতপুর,ভারতপুর
choudhurira,চৌধুরীরা,চৌধুরীরা
graambaseeke,গ্রামবাসীকে,গ্রামবাসীকে
uththaponer,উত্থাপনের,উঠ্থাপনের
jajoo,জজূ,জাজু
naalitaabaadeete,নালিতাবাড়ীতে,নলিতাবদদীতে
mithena,মিথেন,মিথেনা
pruitt,প্রুইট্ট,প্রাইট
rachee,রাঁচি,রাচি
bisht,বিস্ট,বিশ্ট
recon,রেচন,রিকন
byatikramo,ব্যতিক্রমও,ব্যতিক্রমম
bossier,বসিয়ের,বসিয়ার
nitroogen,নাইট্রোজেন,নির্তুগেন
byabasthaaguli,ব্যবস্থাগুলি,ব্যবস্থাগুলি
ghanti,ঘাঁটি,ঘানটি
east,ইস্ট,ইইএসটি
tide,টাইড,টাইড
cholochchitraee,চলচ্চিত্রে,চলচ্চিত্রায়
kyatagori,ক্যাটাগরি,ক্যাটাগোরি
nowdaa,নওদা,নাউডা
bihari,বিহারি,বিহারী
besirbhaager,বেশিরভাগের,বেশীরভাগের
texuse,টেক্সাসে,টেক্সাস
titan,টাইটান,তিতান
boss,বস,বোস
attobishwaser,আত্মবিশ্বাসের,আত্মবিশ্বাসের
palongshak,পালংশাক,পালংশক
gononar,গণনার,গননার
kris,ক্রিস,কিরিস
bustara,বুস্টার,বুস্তারা
vojsova,ভোজসভা,ভোজসভা
bonduker,বন্দুকের,বন্দুকের
tottenham,টটেনহাম,টোটেনহ্যাম
tarunder,তরুনদের,তরন্দের
suner,সানের,সানের
samatal,সমতল,সমতাল
dharmantarito,ধর্মান্তরিত,ধর্মন্তরিত
gandhi,গান্ধী,গানধী
clara,ক্লারা,ক্লারা
smith,স্মিথ,স্মিথ
klodeeo,ক্লডিও,ক্লোদি
shqeem,স্কিম,শ্কম
banker,বাংকার,ব্যাঙ্কের
doonalda,ডোনাল্ড,দুনোলদা
deleevari,ডেলিভারী,ডেলিভারি
manobgossthi,মানবগোষ্ঠী,মানবগোষ্ঠী
recorded,রেকর্ডেড,রেকর্ডেড
spartanburg,স্পার্টানবুর্গ,স্পর্তনবুর্গ
aaksheper,আক্ষেপের,আক্ষেপের
rodreegez,রদ্রিগেজ,রড্রিগেজ
motanusare,মতানুসারে,মতানুসারে
aaeeshotop,আইসোটোপ,আইসতপ
bisheshaggo,বিষেশজ্ঞ,বিশেষাজ্ঞ
deerghameyaadi,দীর্ঘমেয়াদি,দীর্ঘমেয়াদি
modyop,মদ্যপ,মদ্যপ
nabha,নাভা,নভভা
ghatanaastal,ঘটনাস্তল,ঘটনাটস্ল
hoomioopyathika,হোমিওপ্যাথিক,হোমিওপ্যাথিকা
byetel,ব্যাটেল,ব্যেতেল
motti,মতটি,মটি
dasgun,দশগুণ,দাসগুন
janaay,জনায়,জানায়
tiktata,তিক্ততা,তিক্তাটা
nucleus,নুক্লেয়াস্,ন্যুকোল
damon,দমন,দমন
bamoner,বামনের,বামনের
charitartha,চরিতার্থ,চারিতর্থ
kashtakar,কষ্টকর,কাষ্টাকার
arvada,অর্ভদা,অর্ভদা
mashladar,মশলাদার,মশলাদার
chhih,ছিঃ,ছী
proteemagulo,প্রতিমাগুলো,প্রতিমাগুলো
apraatistthanik,অপ্রাতিষ্ঠানিক,অপ্রাতিষ্ঠানিক
marun,মারুন,মারুন
raymond,রয়মন্ড,রেমন্ড
eija,এইজ,এইজা
alangkorone,অলঙ্করণে,আলঙ্করণে
dwip,দ্বীপ,দ্বিপ
columbia,কোলুম্নিয়া,কোলুম্নিয়া
moshjido,মসজিদও,মশগিদো
roohol,রূহুল,রুহল
chondipoor,চন্ডিপুর,চণ্ডিপুর
byaakteriyaagulor,ব্যাক্টেরিয়াগুলোর,ব্যাক্টারিয়ারগুলোর
baycott,বয়কট,বেইক্ট
roover,রোভার,রুভের
natural,ন্যাচারাল,ন্যাটরাল
bluffs,ব্লাফস্,ব্লাফ
jeebanai,জীবনই,জীবানাই
shommot,সম্মত,সম্মত
goshthigulor,গোষ্ঠীগুলোর,গোষ্ঠীগুলোর
ouroshe,ঔরসে,ঔর্ষে
piipsii,পেপসি,পিপসি
mosjidgulor,মসজিদগুলোর,মসজিদগুলোর
shaiphara,সাইফার,শেফার
sunchalo,সূঁচালো,সূঁচালো
pushtigrahaner,পুষ্টিগ্রহণের,পুষ্টিগ্রাণের
bohorompurey,বহরমপুরে,বহরমপুরে
juktorashtra,যুক্তরাষ্ট্র,যুক্তরাষ্ট্র
ayaadbhenchaar,অ্যাডেভেঞ্চার,আয়দভেঞ্চার
gaziporer,গাজীপুরের,গাজীপরের
paradinai,পরদিনই,পরদিনাই
bonaparte,বোনাপার্ট,বোনাপার্তে
hijrir,হিজরীর,হিজরির
thomas,থমাস,থোমাস
phaaibar,ফাইবার,ফাইবার
tapanik,টপনিক,তাপানিক
karmokander,কর্মকাণ্ডের,কারমকাণ্ডের
karkhele,কার্খেলে,কারখেলে
taakaatei,তাকাতেই,তাকাতেই
requisition,রিকুইজিশন,রিকিউসিশন
mails,মাইলস,মেইলস
licencekrito,লাইসেন্সকৃত,লাইসেনককৃত
faculty,ফ্যাকাল্টি,ফ্যাকুলটি
write,রাইট,উরতে
kkhepanaastragulo,ক্ষেপণাস্ত্রগুলো,ক্ষেপণাস্ত্রগুলো
parche,পারছে,পারছে
mudraaneeti,মুদ্রানীতি,মুদ্রানীতি
komaley,কমালে,কমালে
jhaati,ঝাটি,ঝাটি
gena,গেন,গেনা
bora,বোর,বোরা
bishwabidyaalagulote,বিশ্ববিদ্যালগুলোতে,বিশ্ববিদ্যালুগোতে
uneeversal,ইউনিভার্সাল,ইউনিভার্সল
sealmohor,সিলমোহর,সিলমোহর
dokandaarra,দোকানদাররা,দোকানদার্া
stanton,স্তান্তোন,স্ট্যান্টন
hatabuaagaaguloke,হতভাগাগুলোকে,হাতাবাুয়াগুলোকে
nekshata,নেক্সট,নেকশাটা
malayeshiya,মালয়েশিয়া,মালয়েশীয়
cadore,চাদরে,ক্যোডার
ottachar,অত্যাচার,অট্টাচার
prajanmagulo,প্রজন্মগুলো,প্রজননমুলো
godamghar,গুদামঘর,গুদামঘর
thompson,থম্পসন,থম্পসন
dranaje,ড্রেনেজ,দ্রাণাজে
quqri,কুকরী,কুকরি
shorifey,শরিফে,শরীফে
fas,ফাঁস,ফ্যাস
aventura,এভেনচুরা,এভেন্চার
avaraster,এভারেস্টের,অভারস্টার
summerville,সামারভিল্লে,সম্ারভিল
tistaa,তিস্তা,তিস্টা
sharmin,শারমিন,শার্নিন
raashtrapaksh,রাষ্ট্রপক্ষ,রাষ্ট্রপক্স
gambhira,গম্ভীরা,গম্ভীরা
perryir,পেরির,পেরির
halall,হালাল,হললাল
sorasori,সরাসরী,সরাসরি
samoshtir,সমষ্টির,সমস্তির
skleerosisa,স্ক্লেরোসিস,স্ক্লিরোসিস
ekaauntingyer,একাউন্টিংয়ের,একাউন্টিংয়ের
icelandic,আইসল্যান্ডিক,আইসলেন্ডিক
mahatab,মাহতাব,মহাতা
circus,সার্কাস,সার্কসস
akshaphorda,অক্সফোর্ড,আকশাকর্ড
cholochchitree,চলচ্চিত্রে,চলচ্চিত্রী
pratisangkhyaay,প্রতিসংখ্যায়,প্রতিসংখ্যায়
kaach,কাছ,কাচ
graamagulotei,গ্রামগুলোতেই,গ্রামাগুলোতেই
parishodhita,পরিশোধিত,পরিশোধিতা
diktetor,ডিক্টেটর,ডিক্টেটর
spel,স্পেল,স্পেল
bharadwaj,ভরদ্বাজ,ভারদ্বাজ
madgaon,মাডগাঁও,মাদগাঁ
oracle,ওরাকলে,ওরাকল
wahhab,ওহাব,ওয়াহাহাব
khelaryo,খেলারও,খেলারিয়
samonjasyapurno,সামঞ্জস্যপূর্ণ,সামঞ্জস্যপূর্ণ
knowledje,নলেজ,কনলজেডজ
khamotashin,ক্ষমতাসীন,ক্ষমতাশীন
danville,দনভিল্লে,ড্যানভিল
nodnadee,নদনদী,নোডনাদি
ranchi,রাঁচি,রাঁচি
aronian,অ্যারোনিয়ান,এরোনিয়ান
granthoguli,গ্রন্থগুলি,গ্রান্থগুলি
probhuke,প্রভুকে,প্রভুকে
sabamerin,সাবমেরিন,সাবামেরিন
halonagad,হালনাগাদ,হলনাগাড
paaraapaare,পারাপারে,পারাপারে
batuta,বতুতা,বাতুটা
patel,পটেল,প্যাটেল
bitarane,বিতরণে,বিতারণে
orchha,অর্ছ,অর্চা
protha,প্রথা,প্রথা
olaf,ওলফ্,ওলাফ
narabalir,নরবলির,নারাবলীর
ridge,আরআইডিজিই,রিড
katihar,কাটিহার,কাতিহার
controls,কন্ট্রোলস্,কন্ট্রোলস
ananno,অনন্য,অনান্য
dashbochhor,দশবছর,দশ্বছর
aatataar,আটটার,আটাতার
shulker,শুল্কের,শুল্কের
hoole,হোলে,হুলি
shilpaguloteo,শিল্পগুলোতেও,শিল্পাগুলোতেও
sahosikotaa,সাহসিকতা,সাহসিকতা
tattsanglagno,তৎসংলগ্ন,তৎসংলগ্ন
putta,পুত্তা,পুত্ত
tahira,তাহিরা,তাহিরা
chhakkaay,ছক্কায়,ছক্কায়
musaafir,মুসাফির,মুসাফির
methyu,ম্যাথু,মেথ্যু
lake,লেক,লেক
protimagulo,প্রতিমাগুলো,প্রতিমাগুলো
ankit,অঙ্কিত,আঁকিত
bonjongol,বনজঙ্গলে,বনজঙ্গল
shoreline,শোরলাইন,শোরেলিন
ayamino,অ্যামিনো,অ্যামিনি
omar,অমর,ওমার
gaadite,গাড়িতে,গাদিতে
chyatim,চ্যাটিং,চ্যাটিং
marketer,মার্কেটার,মার্কেটের
bon,বােন,বন
gobhonor,গভর্ণর,গভনর
gananakari,গণনাকারী,গণনাকারি
altamonte,আল্টামোন্টে,আল্ামন্টে
naaju,নাজু,নাজু
poneroti,পনেরটি,পনেরটি
food,ফুড,ফুড
madraje,মাদ্রাজে,মাদ্রাজে
farma,ফর্ম,ফারমা
mitra,মিত্র,মিত্রা
aisalyandiqa,আইসল্যান্ডিক,ঐশীল্ন্দিকা
borgomul,বর্গমূল,বর্গমুল
simfoni,সিম্ফোনি,সিমফোনি
dharavahikatar,ধারাবাহিকতার,ধরবাহিকতার
arijan,অরিজিন,অরিজান
skeem,স্কিম,স্কেম
sohojlovyota,সহজলভ্যতা,সহজলব্যভা
raayahaanaao,রায়হানাও,রায়হানও
okkhorgulo,অক্ষরগুলো,অক্ষরগুলো
chetnake,চেতনাকে,চেতনাকে
prokasonar,প্রকাশনার,প্রকাসনার
bold,বোলড,বোলড
kistite,কিস্তিতে,কিস্তিতে
mahelaa,মাহেলা,মহেলা
manhpoota,মনঃপূত,মানপুটা
decka,দেকা,ডেক
jalranger,জলরঙের,জলরঙ্গের
daabeet,দাবীত,দাবীত
etimer,এতিমের,এতিমের
auddhatyer,ঔদ্ধত্যের,অদ্ধত্যের
soinyoderke,সৈন্যদেরকে,সৈন্যদেরকে
mittroke,মিত্রকে,মিত্রকে
onli,ওনলি,অনলী
hanul,হানুল,হানুল
firozpur,ফিরোজপুর,ফিরোজপুর
eekbal,ইকবাল,ইকবল
kotiryo,কোটিরও,কতিরিও
chitroroop,চিত্ররূপ,চিত্ররূপ
prottokho,প্রত্যক্ষ,প্রত্যখখ
lopez,লোপেজ,লোপেজ
sangbadmadhyomke,সংবাদমাধ্যমকে,সংবাদমাধ্যমকে
prasen,প্রসেন,প্রাসেন
mukheo,মুখেও,মুখেও
shosiety,সোসাইটি,সোসাইটি
avinayashilpee,অভিনয়শিল্পী,আভিনয়শিল্পী
torups,ট্রুপস,টররপাস
bhalobasen,ভালবাসেন,ভালবাসেন
deeper,দ্বীপের,দীপের
neyaay,নেয়ায়,নেয়া
ispahanee,ইস্পাহানী,ইস্পাহানী
johns,জোন্স,জন্স
audit,অডিট,অদিত
jajoo,জাজূ,জাজু
birodheetaa,বিরোধীতা,বিরোধিতা
dongson,দংশন,ডংসন
chalchen,চলছেন,চালচেন
chary,চেরি,চারি
bapat,বাপাট,বাপাত
pikasso,পিকাসো,পিকাস্
ekkhondo,একখণ্ড,একখন্ড
dokaandarder,দোকানদারদের,দোকানদারদের
shilaidaho,শিলাইদহ,শিলাইদহ
rutir,রুটির,রুটির
ramon,রমোন,রমোন
doonald,ডোনাল্ড,দুনাল্ড
ayaadishanao,অ্যাডিশনও,আয়দদিষনও
duty,ডিউট,দুটি
ekoker,এককের,এককের
manushtir,মানুষটির,মানষ্টির
dhuladi,ধুলদি,ধুলদি
aviyogati,অভিযোগটি,অভিযোগতি
bbiswashti,বিশ্বাসটি,বিশ্বাস্তি
madden,মদ্দেন,ম্যাডেন
sotorkotamulok,সতর্কতামূলক,সতর্কতামূলক
voltea,ভল্টে,ভল্টি
anti,অঁতি,অ্যান্টি
khargone,খর্গোনে,খারগনে
sutorang,সুতরাং,সুতোরং
rowe,রোওএ,রোয়ে
kakon,কাঁকন,কাকোন
shth,ষ্ঠ,স্থ
agaman,আগমন,আগামান
bojhaan,বোঝান,বোঝান
porisphuto,পরিস্ফুট,পরিস্ফুট
sahojlovyo,সহজলভ্য,সহজলব্য
aaeeslyand,আইসল্যান্ড,আইসল্যান্ড
ottabasysak,অত্যাবশ্যক,অত্তাবাসসক
waco,বাক,ওয়াকো
nightthak,নাইটথাক,নীঘটথাক
onchal,অঞ্চল,অঞ্চল
pachche,পাচ্ছে,পাচ্ছে
haalishohore,হালিশহরে,হালিশহরে
kashyap,কাশ্যপ,কাশ্যাপ
prokashona,প্রকাশনা,প্রকাশনা
littleton,লিটিলটন,লিটলেটন
palkey,পালকে,পালকে
maanale,মানলে,মানলে
kimaa,কিমা,কিমা
durvagyer,দূর্ভাগ্যের,দুর্ভাগ্যের
gazir,গাজির,গাজির
rojamaartaar,রোজমার্তার,রোজামর্তার
mokhlesur,মোখলেসুর,মোখলেসুর
scottsdale,স্কটসডেল,স্কটটোডসাল
granthatyr,গ্রন্থটির,গ্রান্থাটির
masakadzake,মাসাকাদজাকে,মাসাকাদ্াাকে
chandler,চন্দলের,চ্যান্ডলের
atoker,আটকের,আটকের
tafshire,তাফসীরে,তাফশিরে
sangbadmadhyam,সংবাদমাধ্যম,সংবাদমাধ্যম
moksham,মোক্ষম,মোকশম
focus,ফোকাস,ফুকাস
elaakaagulo,এলাকাগুলো,এলাকাগুলো
dreak,ড্রেক,ড্রিক
hajara,হাজারা,হাজারা
aklima,আকলিমা,আকলিমা
sharj,সার্জ,শার্জ
katto,কাটতো,কাট্টো
sorju,সরযূ,সর্জু
centum,সেন্টুম,সেন্টুম
badhle,বাধলে,বাধলে
polythene,পলিথিন,পলিথেনে
ut,উট,ইউটি
bleezar,ব্লেজার,ব্লিজার
baadaal,বাড়াল,বড়াল
houston,হিউস্টন,হিউস্টন
thumri,ঠুমরী,থুমরি
jatheshtoi,যথেষ্টই,যথেষ্টই
finley,ফাইনলি,ফিনলে
aagailajhaadaa,আগৈলঝাড়া,আগাইগাইলডা
jonesboro,জোনেসবোরো,জনেসবোর
enakripashhana,এনক্রিপশন,এনকৃপশান
purohiter,পুরোহিতের,পুরোহিতের
dharakey,ধারাকে,ধারকে
swanuraktaah,স্বনুরক্তাঃ,স্বনুরক্তা
deenisee,ডেনিস,দীনিসী
watican,ভ্যাটিকান,ওয়াটিকান
anupama,অনুপমা,অনুপামা
hajipur,হজিপুর,হাজীপুর
tishi,তিসি,তিশি
maheenda,মাহিন্দা,মহেন্দ
kalkatatei,কলকাতাতেই,কলকাতাতেই
nikoti,নিকটই,নিকোটি
kuthhaar,কুঠার,কুঠার
sohinsotake,সহিংসতাকে,সহিংসতাকে
gilmore,গিল্মোরে,গিলমোরের
half,হাঁফ,হলফ
naadir,নদীর,নাদির
sterlite,স্টেরলাইট,স্টার্লাইট
hyendbill,হ্যান্ডবিল,হায়েন্ডবিল
bangkey,ব্যাঙকে,বঙঙ্কে
liphlet,লিফলেট,লিফলেেট
chikittsa,চিকিত্সা,চিকিত্তসা
pianisht,পিয়ানিস্ট,পিনিিিস্ট
naadachhe,নাড়ছে,নাড়াছ্ছে
buh,বুহ,বুহ
sansthader,সংস্থাদের,সংস্থাদের
michiley,মিছিলে,মিছিলে
smritigulote,স্মৃতিগুলোতে,স্মৃতিগুলোতে
konishthota,কনিষ্ঠা,কনিষ্ঠতা
abasthaapanaay,অবস্থাপনায়,অবস্থাপনায়
kokomo,কোকোমো,ককমো
sachokita,সচকিত,সচকিতা
osleelota,অশ্লীলতা,অসলিলোতা
vandari,ভাণ্ডারী,ভান্দারি
masjidtitey,মসজিদটিতে,মসজিদটিতে
marqet,মার্কেট,মার্কেট
cetegory,ক্যাটাগরি,সেটেগরি
mesopatemiya,মেসোপটেমিয়া,মেসোপেটেমিয়া
mandande,মানদণ্ডে,ম্যান্ডেন্ডে
sachetanata,সচেতনতা,সচেতনাটা
jeelani,জিলানী,জিলানি
balangir,বালাঙির,বালঙ্গীর
moortikalpanaa,মূর্তিকল্পনা,মূর্তিকল্পনা
brock,ব্রোক,ব্রক
kinarar,কিনারার,কিনারার
itarsi,ইতর্সি,ইটারসি
temonta,তেমনটা,টেমন্টা
durei,দুরেই,দুরেই
lech,লেখ,লেচ
kobalt,কোবাল্ট,কোবল্ট
dearborn,ডিয়ারবর্ন,ডিয়ার্ন
prokalpa,প্রকল্প,প্রকল্প
nirmomtomo,নির্মমতম,নির্মমতম
nechara,নেচার,নেচারা
burch,বুর্চ,বুর্চ
elaakatite,এলাকাটিতে,এলাকাটিতে
pepasi,পেপসি,পেপাসি
grihobodhu,গৃহবধূ,গৃহবধূ
pontha,পন্থা,পন্থা
tuzi,টুজি,তুজি
banijyikbhabe,বাণিজ্যিকভাবে,বাণিজ্যিকভাবে
pyaleshtain,প্যালেস্টাইন,প্যালেশটেইন
protisthakale,প্রতিষ্ঠাকালে,প্রতিষ্ঠাকালে
astheesandhite,অস্থিসন্ধিতে,অস্থিসন্ধাতে
moines,মইনেস,ময়েনেস
toricka,তরিকা,টরিকা
raita,রাইট,রাইট
bhasar,ভাষার,ভাসার
kaushalgotobhabe,কৌশলগতভাবে,কৌশলগতভাবে
mojlise,মজলিশে,মজলিসে
bekeeng,বেকিং,বেকিং
nirbaaseeder,নির্বাসীদের,নির্বাসীদের
makhmoler,মখমলের,মখমলের
prayojaneeyataar,প্রয়োজনীয়তার,প্রয়োজনীতিতার
grefataare,গ্রেফতারে,গ্রেফাতেরে
rupa,রুপা,রূপা
kiu,কিউ,কিউ
porbandar,পোরবান্দার,পরবন্দর
hajareebage,হাজারীবাগে,হাজারেবাগে
paal,পাল,পাল
udare,উদরে,উদারে
meshatey,মেশাতে,মেশাতে
sevagram,সেভাগ্রাম,সেবগ্রাম
vakrangee,ভাক্রাঞী,ভকররঙ্গি
linda,লিন্ডা,লিন্ডা
zavala,জভল,জাভালা
bikrayer,বিক্রয়ের,বিক্রয়ের
kwndragulite,কেন্দ্রগুলিতে,ক্ন্দ্রাগুলিতে
raktamaakhaa,রক্তমাখা,রক্তমাখা
everesht,এভারেস্ট,ইভারেশ্ট
floyd,ফ্লয়েড,ফ্লয়ড
gouri,গৌরি,গৌরি
lawq,লক,লাউক
parichayer,পরিচয়ের,পরিচয়ের
trinidader,ত্রিনিদাদের,তৃণীদাদের
daayabaddha,দায়বদ্ধ,দয়াবদ্ধ
jotharthoi,যথার্থই,যথার্থই
ipla,আইপিএলে,ইপিএলএ
atmabiswas,আত্মবিশ্বাস,আত্মবিশ্বাস
daulatabad,দাউলাতাবাদ,দৌলতাাব
sootki,শুঁটকি,শুঁটকি
acharyao,আচার্যও,আচার্যও
axis,অক্সিস,অ্যাক্সিস
machdharar,মাছধরার,মাছধরার
dongshoner,দংশনের,ডংশনের
nabyo,নাব্য,নব্য
balkoty,বালকটি,বালকোটি
dosi,দোষী,ডোসি
sosta,সস্তা,সস্তা
kanun,কানুন,কানুন
ogranthito,অগ্রন্থিত,অগ্রান্থিত
twok,ত্বক,ত্বক
rashitey,রশিতে,রাশিতে
hiddeen,হিডেন,হিদ্দিন
chaabi,চাবি,চাবি
pyatarner,প্যাটার্নের,প্যাটার্নের
holudey,হলুদে,হলুদে
ihaake,ইহাকে,ইহাকে
songasthaguli,সংস্থাগুলি,সংস্থাগুলি
janalo,জানাল,জানালো
kangra,কাঙরা,কাঙ্গার
ulaamara,উলামারা,উলামারা
pahela,পহেলা,পাহেলা
mist,মিষ্ট,মিস্ট
farse,ফার্স,ফার্স
bugalia,বুগালিয়া,বুগালিয়া
khulatei,খুলতেই,খুলাতেই
sadasyogan,সদস্যগন,সদস্যোগন
age,এইজ,এগে
dahlan,দাহ্লান,দাহলান
karamot,কারামত,কারামত
besheerbhaag,বেশিরভাগ,বেশীরভাল
dutta,দত্ত,দুত্তা
kingdom,কিংডমের,কিংডম
haindbooq,হ্যান্ডবুক,হেইন্ডবুক
guder,গুদের,গুদের
malwan,মাল্বান,মালওয়ান
berolvee,বেরলভী,বেরোলভি
gechh,গেছ,গেছ
spirits,স্পিরিটস,স্পাইরিস্
khatoon,খতূন,খাতুন
dokane,দোকানে,দোকানে
pyoosh,পিউস,পিইশ
jushantan,জুশান্টন,জুশান্তন
urbana,উর্বান,উর্বানা
ortega,ওর্টেগা,অর্েগা
jaharul,জহরুল,জহরুল
chhilo,ছিলো,ছিলো
handbuq,হ্যান্ডবুক,হ্যান্ডবুক
siblii,শিবলী,সিবলি
harvey,হর্ভে,হার্ভ
